sofifa_id,y_test,predictions,difference,age_x,short_name,overall,team_position,nationality,club
209658,40000000,28470000.0,28.825,24,L. Goretzka,84,SUB,Germany,FC Bayern München
212194,40500000,28180000.0,30.419753086419753,23,J. Brandt,84,SUB,Germany,Borussia Dortmund
213345,40500000,30600000.0,24.444444444444443,23,K. Coman,84,LW,France,FC Bayern München
206113,39500000,42440000.0,-7.443037974683545,23,S. Gnabry,84,RW,Germany,FC Bayern München
216594,39000000,42830000.0,-9.820512820512821,25,N. Fekir,84,RM,France,Real Betis
192563,26000000,8927100.0,65.66499999999999,27,B. Leno,84,GK,Germany,Arsenal
198706,37500000,32690000.0,12.826666666666666,26,Luis Alberto,84,CM,Spain,Lazio
212462,33000000,30980000.0,6.121212121212121,26,Alex Telles,84,LB,Brazil,FC Porto
236583,26000000,4999000.0,80.77307692307693,27,J. Pavlenka,84,GK,Czech Republic,SV Werder Bremen
198176,31500000,28700000.0,8.88888888888889,27,S. de Vrij,84,CB,Netherlands,Inter
201995,36500000,30930000.0,15.26027397260274,26,Felipe Anderson,84,RM,Brazil,West Ham United
120533,6500000,11810000.0,-81.6923076923077,36,Pepe,84,RCB,Portugal,FC Porto
162347,23500000,25630000.0,-9.063829787234043,32,João Moutinho,84,LCM,Portugal,Wolverhampton Wanderers
167628,19000000,23663500.0,-24.544736842105262,32,S. Ruffier,84,GK,France,AS Saint-Étienne
168435,19000000,24442000.0,-28.642105263157898,32,S. Sirigu,84,GK,Italy,Torino
171877,26500000,27760000.0,-4.754716981132075,31,M. Hamšík,84,CAM,Slovakia,Dalian YiFang FC
172879,23000000,17870000.0,22.304347826086957,31,Sokratis,84,RCB,Greece,Arsenal
176266,20500000,26830000.0,-30.878048780487806,32,Lucas Leiva,84,LDM,Brazil,Lazio
176635,29500000,33000000.0,-11.864406779661017,30,M. Özil,84,CAM,Germany,Arsenal
177610,25500000,32760000.0,-28.47058823529412,30,Javi Martínez,84,SUB,Spain,FC Bayern München
177683,21000000,20024500.0,4.645238095238096,30,Y. Sommer,84,GK,Switzerland,Borussia Mönchengladbach
180930,19500000,28214000.0,-44.687179487179485,33,E. Džeko,84,ST,Bosnia Herzegovina,Roma
181291,31000000,22190000.0,28.419354838709676,28,G. Wijnaldum,84,LCM,Netherlands,Liverpool
181458,29500000,30540000.0,-3.5254237288135593,30,I. Perišić,84,SUB,Croatia,FC Bayern München
181783,19500000,14776000.0,24.225641025641025,33,M. Mandžukić,84,ST,Croatia,Juventus
181872,23500000,36370000.0,-54.765957446808514,32,A. Vidal,84,SUB,Chile,FC Barcelona
183907,25000000,24160000.0,3.36,30,J. Boateng,84,SUB,Germany,FC Bayern München
184432,25500000,25840000.0,-1.3333333333333335,29,Azpilicueta,84,RB,Spain,Chelsea
185020,24000000,16070000.0,33.04166666666667,32,José Callejón,84,RM,Spain,Napoli
186942,31000000,31940000.0,-3.032258064516129,28,I. Gündoğan,84,SUB,Germany,Manchester City
187961,29000000,25520000.0,12.0,30,Paulinho,84,LCM,Brazil,Guangzhou Evergrande Taobao FC
188377,25500000,19890000.0,22.0,29,K. Walker,84,RB,England,Manchester City
190286,31500000,32040000.0,-1.7142857142857144,28,Canales,84,RCM,Spain,Real Betis
190483,31500000,36320000.0,-15.301587301587302,28,Douglas Costa,84,SUB,Brazil,Juventus
197965,30500000,24790000.0,18.721311475409834,29,Pizzi,84,RM,Portugal,SL Benfica
199434,29500000,37080000.0,-25.694915254237287,30,D. Tadić,84,ST,Serbia,Ajax
200647,28000000,62930000.0,-124.75,31,J. Iličić,84,RS,Slovenia,Atalanta
204485,31500000,35880000.0,-13.904761904761905,28,R. Mahrez,84,SUB,Algeria,Manchester City
205678,30500000,19460000.0,36.19672131147541,29,E. Višća,84,RM,Bosnia Herzegovina,Medipol Başakşehir FK
207863,25000000,19560000.0,21.759999999999998,30,Felipe,84,LCB,Brazil,Atlético Madrid
226271,36000000,29220000.0,18.833333333333332,23,Fabián,83,LCM,Spain,Napoli
210413,32000000,27130000.0,15.21875,24,A. Romagnoli,83,LCB,Italy,Milan
226226,35000000,28550000.0,18.428571428571427,23,G. Lo Celso,83,SUB,Argentina,Tottenham Hotspur
231281,32000000,22880000.0,28.499999999999996,20,T. Alexander-Arnold,83,RB,England,Liverpool
232432,36500000,27660000.0,24.21917808219178,21,L. Jović,83,SUB,Serbia,Real Madrid
205175,35000000,49420000.0,-41.199999999999996,25,A. Milik,83,RS,Poland,Napoli
211300,34500000,32360000.0,6.202898550724638,23,A. Martial,83,ST,France,Manchester United
212523,34500000,28850000.0,16.3768115942029,25,Anderson Talisca,83,RW,Brazil,Guangzhou Evergrande Taobao FC
213331,31000000,23260000.0,24.96774193548387,23,J. Tah,83,RCB,Germany,Bayer 04 Leverkusen
219683,34000000,26150000.0,23.08823529411765,24,C. Tolisso,83,RCM,France,FC Bayern München
221087,26000000,10865000.0,58.21153846153846,24,Pau López,83,GK,Spain,Roma
224411,34500000,23360000.0,32.289855072463766,22,Gonçalo Guedes,83,LM,Portugal,Valencia CF
226110,34500000,29940000.0,13.217391304347824,24,N. Pépé,83,RM,Ivory Coast,Arsenal
229237,31000000,28980000.0,6.516129032258064,23,M. Akanji,83,RCB,Switzerland,Borussia Dortmund
231677,35500000,33070000.0,6.845070422535211,21,M. Rashford,83,LM,England,Manchester United
203574,30000000,29050000.0,3.166666666666667,25,J. Stones,83,RCB,England,Manchester City
210008,33000000,29010000.0,12.090909090909092,24,A. Rabiot,83,LCM,France,Juventus
210035,29500000,21620000.0,26.71186440677966,23,Grimaldo,83,LB,Spain,SL Benfica
212188,34500000,21620000.0,37.333333333333336,23,T. Werner,83,LS,Germany,RB Leipzig
213565,34000000,27030000.0,20.5,23,T. Lemar,83,LM,France,Atlético Madrid
220793,30500000,29840000.0,2.1639344262295084,23,D. Sánchez,83,SUB,Colombia,Tottenham Hotspur
220834,34000000,30780000.0,9.470588235294118,23,Marco Asensio,83,SUB,Spain,Real Madrid
200458,28500000,25730000.0,9.719298245614034,25,L. Digne,83,LB,France,Everton
202166,32500000,34830000.0,-7.1692307692307695,25,J. Draxler,83,SUB,Germany,Paris Saint-Germain
204935,24000000,8943000.0,62.737500000000004,25,J. Pickford,83,GK,England,Everton
208418,32500000,32370000.0,0.4,25,Y. Carrasco,83,LM,Belgium,Dalian YiFang FC
224179,32500000,36680000.0,-12.86153846153846,26,Borja Iglesias,83,ST,Spain,Real Betis
192984,22000000,7619000.0,65.36818181818181,27,K. Casteels,83,GK,Belgium,VfL Wolfsburg
198717,32000000,26150000.0,18.28125,26,W. Zaha,83,LS,Ivory Coast,Crystal Palace
200454,32000000,36870000.0,-15.21875,25,Paco Alcácer,83,ST,Spain,Borussia Dortmund
201153,32000000,23670000.0,26.03125,26,Morata,83,LS,Spain,Atlético Madrid
205693,32000000,20510000.0,35.90625,25,S. Haller,83,ST,France,West Ham United
207566,27500000,18770000.0,31.745454545454542,27,William Carvalho,83,CDM,Portugal,Real Betis
212404,31500000,32860000.0,-4.317460317460318,25,F. Bernardeschi,83,SUB,Italy,Juventus
217940,27000000,18770000.0,30.48148148148148,27,D. Djené,83,RCB,Togo,Getafe CF
188152,29500000,22980000.0,22.10169491525424,27,Oscar,83,RCM,Brazil,Shanghai SIPG FC
188943,21500000,4884000.0,77.28372093023256,28,K. Trapp,83,GK,Germany,Eintracht Frankfurt
198141,25500000,18000000.0,29.411764705882355,28,Bartra,83,RCB,Spain,Real Betis
198950,29500000,24230000.0,17.864406779661017,27,Pablo Sarabia,83,SUB,Spain,Paris Saint-Germain
199987,20000000,14389900.0,28.0505,30,J. Cillessen,83,GK,Netherlands,Valencia CF
200949,31000000,25710000.0,17.06451612903226,26,Lucas Moura,83,SUB,Brazil,Tottenham Hotspur
204970,30500000,22130000.0,27.442622950819672,26,F. Thauvin,83,RW,France,Olympique de Marseille
205498,29000000,29350000.0,-1.206896551724138,27,Jorginho,83,CDM,Italy,Chelsea
1179,2600000,1363300.0,47.565384615384616,41,G. Buffon,83,SUB,Italy,Juventus
5479,2600000,1728900.0,33.503846153846155,38,Casillas,83,RES,Spain,FC Porto
104389,11500000,3420000.0,70.26086956521739,34,R. Jarstein,83,GK,Norway,Hertha BSC
139720,12000000,15540000.0,-29.5,33,V. Kompany,83,LCB,Belgium,RSC Anderlecht
157481,12000000,13070000.0,-8.916666666666668,33,Raúl Albiol,83,RCB,Spain,Villarreal CF
159261,9500000,15034000.0,-58.252631578947366,36,F. Quagliarella,83,ST,Italy,Sampdoria
163587,15500000,13795000.0,11.0,32,K. Schmeichel,83,GK,Denmark,Leicester City
167397,16500000,25256000.0,-53.06666666666666,33,Falcao,83,LS,Colombia,AS Monaco
168609,9500000,7574000.0,20.273684210526316,34,Miranda,83,RCB,Brazil,Jiangsu Suning FC
169416,24500000,22040000.0,10.040816326530612,30,C. Vela,83,RW,Mexico,Los Angeles FC
170481,16500000,11280000.0,31.636363636363633,32,E. Garay,83,RCB,Argentina,Valencia CF
178005,16500000,15903500.0,3.615151515151515,31,Rui Patrício,83,GK,Portugal,Wolverhampton Wanderers
178518,22500000,39950000.0,-77.55555555555556,31,R. Nainggolan,83,CAM,Belgium,Cagliari
178562,19500000,26690000.0,-36.87179487179487,31,E. Banega,83,RCM,Argentina,Sevilla FC
179844,25000000,31090000.0,-24.36,30,Diego Costa,83,SUB,Spain,Atlético Madrid
179846,19500000,20060000.0,-2.871794871794872,32,S. Khedira,83,RES,Germany,Juventus
179944,16500000,19278000.0,-16.836363636363636,32,David Luiz,83,LCB,Brazil,Arsenal
183574,23500000,36050000.0,-53.404255319148945,31,M. Kruse,83,CAM,Germany,Fenerbahçe SK
183711,22000000,26570000.0,-20.772727272727273,29,J. Henderson,83,RCM,England,Liverpool
184484,25500000,26410000.0,-3.568627450980392,29,G. Sigurðsson,83,CAM,Iceland,Everton
186561,25500000,19180000.0,24.784313725490197,28,A. Ramsey,83,SUB,Wales,Juventus
190584,22000000,25570000.0,-16.227272727272727,29,Illarramendi,83,RCM,Spain,Real Sociedad
190815,22000000,25620000.0,-16.454545454545453,29,D. Blind,83,LDM,Netherlands,Ajax
190941,18500000,11751000.0,36.48108108108108,29,L. Hrádecký,83,GK,Finland,Bayer 04 Leverkusen
192366,19000000,19280000.0,-1.4736842105263157,31,N. Otamendi,83,SUB,Argentina,Manchester City
193082,22500000,20520000.0,8.799999999999999,31,J. Cuadrado,83,SUB,Colombia,Juventus
193474,22000000,23810000.0,-8.227272727272727,29,I. Gueye,83,SUB,Senegal,Paris Saint-Germain
195365,25500000,26240000.0,-2.9019607843137254,28,K. Kampl,83,CM,Slovenia,RB Leipzig
198329,27000000,17902000.0,33.696296296296296,28,Rodrigo,83,LS,Spain,Valencia CF
199042,24000000,22740000.0,5.25,30,C. Aránguiz,83,LCM,Chile,Bayer 04 Leverkusen
199451,27000000,33490000.0,-24.037037037037038,28,W. Ben Yedder,83,RS,France,AS Monaco
199845,19000000,26980000.0,-42.0,31,F. Acerbi,83,CB,Italy,Lazio
200888,24000000,25480000.0,-6.166666666666667,27,Danilo Pereira,83,LCM,Portugal,FC Porto
216354,27000000,45080000.0,-66.96296296296296,28,A. Kramarić,83,LS,Croatia,TSG 1899 Hoffenheim
230294,27500000,17390000.0,36.763636363636365,27,Louri Beretta,83,ST,Brazil,Atlético Mineiro
230375,23500000,32030000.0,-36.29787234042553,27,Josué Chiamulera,83,RCB,Brazil,Grêmio
230481,27000000,31160000.0,-15.407407407407408,27,Ronaldo Cabrais,83,RM,Brazil,Grêmio
230142,31000000,27150000.0,12.419354838709678,22,Oyarzabal,82,LW,Spain,Real Sociedad
229906,30500000,22220000.0,27.147540983606554,21,L. Bailey,82,LM,Jamaica,Bayer 04 Leverkusen
230666,31000000,32950000.0,-6.290322580645161,22,Gabriel Jesus,82,SUB,Brazil,Manchester City
207410,29000000,27260000.0,6.0,25,M. Kovačić,82,SUB,Croatia,Chelsea
208596,30000000,31990000.0,-6.633333333333333,25,A. Belotti,82,ST,Italy,Torino
212151,22000000,2159300.0,90.185,24,T. Strakosha,82,GK,Albania,Lazio
220971,29000000,31450000.0,-8.448275862068966,24,N. Keïta,82,SUB,Guinea,Liverpool
223959,27000000,45180000.0,-67.33333333333333,23,L. Torreira,82,RDM,Uruguay,Arsenal
224293,29000000,18708000.0,35.48965517241379,22,Rúben Neves,82,CM,Portugal,Wolverhampton Wanderers
225850,26500000,18490000.0,30.22641509433962,23,P. Kimpembe,82,SUB,France,Paris Saint-Germain
225953,30000000,26460000.0,11.799999999999999,21,S. Bergwijn,82,CAM,Netherlands,PSV
226753,22000000,21940400.0,0.27090909090909093,23,A. Onana,82,GK,Cameroon,Ajax
227928,26000000,13775000.0,47.01923076923077,25,Nélson Semedo,82,RB,Portugal,FC Barcelona
193105,21000000,11453500.0,45.45952380952381,26,A. Areola,82,GK,France,Paris Saint-Germain
198009,21000000,5578900.0,73.43380952380953,26,M. Perin,82,SUB,Italy,Juventus
211320,26000000,26690000.0,-2.6538461538461537,24,D. Rugani,82,RES,Italy,Juventus
214997,29000000,25580000.0,11.793103448275861,24,A. Correa,82,SUB,Argentina,Atlético Madrid
216201,29000000,18870000.0,34.93103448275862,25,Iñaki Williams,82,RW,Spain,Athletic Club de Bilbao
221992,29000000,17460000.0,39.793103448275865,23,H. Lozano,82,RW,Mexico,PSV
227055,29000000,29490000.0,-1.689655172413793,24,Gelson Martins,82,RM,Portugal,AS Monaco
200726,20000000,18556400.0,7.217999999999999,28,B. Lecomte,82,GK,France,AS Monaco
209989,27000000,18910000.0,29.962962962962962,26,T. Partey,82,RCM,Ghana,Atlético Madrid
211748,27500000,26800000.0,2.5454545454545454,25,K. Demirbay,82,LF,Germany,Bayer 04 Leverkusen
197061,23000000,24880000.0,-8.17391304347826,27,J. Matip,82,SUB,Cameroon,Liverpool
202651,27000000,37040000.0,-37.18518518518519,25,Suso,82,RS,Spain,Milan
204639,22500000,22410000.0,0.4,28,S. Savić,82,SUB,Montenegro,Atlético Madrid
205452,24000000,24380000.0,-1.5833333333333335,26,A. Rüdiger,82,SUB,Germany,Chelsea
209960,18500000,7503200.0,59.44216216216216,27,Pacheco,82,GK,Spain,Deportivo Alavés
210243,23500000,23310000.0,0.8085106382978723,25,Ricardo Pereira,82,RB,Portugal,Leicester City
211256,23500000,18380000.0,21.78723404255319,26,N. Tagliafico,82,LB,Argentina,Ajax
223952,19500000,4039800.0,79.28307692307692,26,David Soria,82,GK,Spain,Getafe CF
178750,17000000,21290100.0,-25.235882352941175,30,Sergio Asenjo,82,GK,Spain,Villarreal CF
189575,26000000,23570000.0,9.346153846153845,26,Muniain,82,LW,Spain,Athletic Club de Bilbao
192318,26000000,42820000.0,-64.6923076923077,27,M. Götze,82,SUB,Germany,Borussia Dortmund
193283,23000000,32770000.0,-42.47826086956522,27,T. Delaney,82,SUB,Denmark,Borussia Dortmund
193698,18000000,15062500.0,16.319444444444446,29,O. Baumann,82,GK,Germany,TSG 1899 Hoffenheim
195093,26000000,32620000.0,-25.461538461538463,27,Willian José,82,ST,Brazil,Real Sociedad
199564,22000000,20090000.0,8.681818181818182,27,Sergi Roberto,82,SUB,Spain,FC Barcelona
200536,22500000,17780000.0,20.977777777777778,26,N. Schulz,82,LB,Germany,Borussia Dortmund
200610,26500000,32070000.0,-21.0188679245283,26,K. Volland,82,ST,Germany,Bayer 04 Leverkusen
200724,21000000,16490000.0,21.476190476190478,29,Nacho Fernández,82,SUB,Spain,Real Madrid
201305,21500000,23460000.0,-9.11627906976744,28,Gabriel Paulista,82,LCB,Brazil,Valencia CF
202562,22500000,18270000.0,18.8,26,J. Roussillon,82,LM,France,VfL Wolfsburg
203263,23000000,18220000.0,20.782608695652176,26,H. Maguire,82,LCB,England,Manchester United
203486,26000000,29920000.0,-15.076923076923077,26,T. Hazard,82,LM,Belgium,Borussia Dortmund
208448,25500000,20370000.0,20.11764705882353,27,E. Forsberg,82,LCM,Sweden,RB Leipzig
208574,26000000,19930000.0,23.346153846153847,26,F. Kostić,82,LM,Serbia,Eintracht Frankfurt
216409,26500000,22890000.0,13.622641509433961,25,M. Politano,82,SUB,Italy,Inter
216547,26000000,24250000.0,6.730769230769231,26,Rafa,82,LM,Portugal,SL Benfica
24630,3700000,1576100.0,57.402702702702705,36,Pepe Reina,82,SUB,Spain,Milan
53302,7000000,10984000.0,-56.91428571428572,35,D. De Rossi,82,LCM,Italy,Boca Juniors
106231,8000000,9988000.0,-24.85,38,Aduriz,82,ST,Spain,Athletic Club de Bilbao
146536,13500000,9750000.0,27.77777777777778,33,Jesús Navas,82,RB,Spain,Sevilla FC
