sofifa_id,y_test,predictions,difference,age_x,short_name
167495,32000000,57079500.0,-78.3734375,33,M. Neuer
167948,36000000,30046000.0,16.538888888888888,32,H. Lloris
168542,36000000,46840000.0,-30.11111111111111,33,David Silva
179813,47000000,37330000.0,20.574468085106385,32,E. Cavani
182493,28000000,20460000.0,26.92857142857143,33,D. Godín
182521,57000000,68700000.0,-20.526315789473685,29,T. Kroos
188350,56000000,56050000.0,-0.08928571428571429,30,M. Reus
188567,57000000,46760000.0,17.964912280701753,30,P. Aubameyang
208722,62000000,44540000.0,28.161290322580644,27,S. Mané
212218,56500000,42070000.0,25.539823008849556,25,A. Laporte
218667,64000000,57890000.0,9.546875,24,Bernardo Silva
200145,53500000,34730000.0,35.08411214953271,27,Casemiro
200104,60000000,61580000.0,-2.6333333333333333,26,H. Son
135507,19500000,15330000.0,21.384615384615387,34,Fernandinho
164240,18500000,22720000.0,-22.81081081081081,34,Thiago Silva
165153,45000000,34170000.0,24.066666666666666,31,K. Benzema
172871,32500000,38970000.0,-19.907692307692308,32,J. Vertonghen
175943,40000000,44410000.0,-11.025,32,D. Mertens
178603,41000000,46250000.0,-12.804878048780488,30,M. Hummels
184087,41000000,41460000.0,-1.121951219512195,30,T. Alderweireld
189332,40000000,29710000.0,25.724999999999998,30,Jordi Alba
189509,50000000,63340000.0,-26.68,28,Thiago
193041,30500000,12627500.0,58.5983606557377,32,K. Navas
198219,52000000,61330000.0,-17.942307692307693,28,L. Insigne
222492,61000000,36490000.0,40.18032786885246,23,L. Sané
207865,51500000,34920000.0,32.19417475728155,25,Marquinhos
232363,52000000,28390000.0,45.40384615384615,24,M. Škriniar
199556,54500000,63640000.0,-16.77064220183486,26,M. Verratti
205600,50000000,34470000.0,31.06,25,S. Umtiti
186153,37500000,11346000.0,69.744,29,W. Szczęsny
212622,48000000,39530000.0,17.645833333333332,24,J. Kimmich
197781,51000000,53590000.0,-5.078431372549019,27,Isco
201942,52000000,44330000.0,14.75,27,Roberto Firmino
168651,38000000,37590000.0,1.0789473684210527,31,I. Rakitić
180206,42500000,37700000.0,11.294117647058824,29,M. Pjanić
183898,39000000,41100000.0,-5.384615384615385,31,A. Di María
184344,28500000,39970000.0,-40.24561403508772,32,L. Bonucci
189242,46500000,56600000.0,-21.72043010752688,27,Coutinho
189513,41000000,39970000.0,2.5121951219512195,30,Parejo
189596,43500000,39910000.0,8.25287356321839,29,T. Müller
192387,44500000,51600000.0,-15.955056179775282,29,C. Immobile
193301,46000000,51330000.0,-11.58695652173913,28,A. Lacazette
235243,50000000,25680000.0,48.64,19,M. de Ligt
230621,41500000,2137300.0,94.84987951807229,20,G. Donnarumma
228702,52000000,41450000.0,20.28846153846154,22,F. de Jong
201535,45000000,39500000.0,12.222222222222221,26,R. Varane
212190,46500000,28330000.0,39.075268817204304,23,N. Süle
223848,50500000,32200000.0,36.23762376237624,24,S. Milinković-Savić
231866,47000000,29020000.0,38.25531914893617,23,Rodri
208421,49500000,28240000.0,42.94949494949495,24,Saúl
209499,45000000,35490000.0,21.133333333333333,25,Fabinho
216267,43500000,24650000.0,43.333333333333336,25,A. Robertson
216460,45000000,32830000.0,27.044444444444444,24,J. Giménez
220440,45000000,36070000.0,19.844444444444445,24,C. Lenglet
212198,49000000,49400000.0,-0.8163265306122449,24,Bruno Fernandes
199482,33500000,18200700.0,45.66955223880597,28,A. Lopes
185122,31000000,9360500.0,69.80483870967743,29,P. Gulácsi
189117,32000000,4744000.0,85.175,28,R. Bürki
192505,46000000,21960000.0,52.26086956521739,26,R. Lukaku
192774,37500000,30670000.0,18.213333333333335,28,K. Manolas
194404,31000000,1383800.0,95.53612903225806,29,Neto
197445,38000000,36430000.0,4.131578947368421,27,D. Alaba
201399,46000000,34200000.0,25.65217391304348,26,M. Icardi
204963,38000000,32618000.0,14.163157894736841,27,Carvajal
208670,45000000,35490000.0,21.133333333333333,26,H. Ziyech
41236,14000000,17474000.0,-24.814285714285713,37,Z. Ibrahimović
143076,34000000,24080000.0,29.176470588235293,31,A. Gómez
167664,34500000,39930000.0,-15.739130434782608,31,G. Higuaín
170890,25000000,27740000.0,-10.96,32,B. Matuidi
173731,37500000,53620000.0,-42.986666666666665,29,G. Bale
176676,28000000,51560000.0,-84.14285714285714,31,Marcelo
177413,31500000,36100000.0,-14.603174603174605,30,A. Witsel
191043,33000000,35780000.0,-8.424242424242424,28,Alex Sandro
192629,34500000,38900000.0,-12.753623188405797,31,Iago Aspas
193747,40500000,39410000.0,2.691358024691358,27,Koke
198710,40500000,72350000.0,-78.64197530864197,27,J. Rodríguez
199914,38000000,32020000.0,15.736842105263158,28,Allan
233049,44500000,38010000.0,14.584269662921349,19,J. Sancho
235790,46000000,25390000.0,44.80434782608695,20,K. Havertz
231443,42500000,37290000.0,12.258823529411766,22,O. Dembélé
206585,31000000,12114000.0,60.9225806451613,24,Kepa
210514,36500000,26400000.0,27.671232876712327,25,João Cancelo
211117,41500000,36360000.0,12.385542168674698,23,D. Alli
220814,37500000,30390000.0,18.96,23,L. Hernández
230658,41000000,32870000.0,19.82926829268293,22,Arthur
202556,40500000,23650000.0,41.604938271604944,25,M. Depay
209658,40000000,28470000.0,28.825,24,L. Goretzka
212194,40500000,28180000.0,30.419753086419753,23,J. Brandt
213345,40500000,30600000.0,24.444444444444443,23,K. Coman
206113,39500000,42440000.0,-7.443037974683545,23,S. Gnabry
216594,39000000,42830000.0,-9.820512820512821,25,N. Fekir
192563,26000000,8927100.0,65.66499999999999,27,B. Leno
198706,37500000,32690000.0,12.826666666666666,26,Luis Alberto
212462,33000000,30980000.0,6.121212121212121,26,Alex Telles
236583,26000000,4999000.0,80.77307692307693,27,J. Pavlenka
198176,31500000,28700000.0,8.88888888888889,27,S. de Vrij
201995,36500000,30930000.0,15.26027397260274,26,Felipe Anderson
120533,6500000,11810000.0,-81.6923076923077,36,Pepe
162347,23500000,25630000.0,-9.063829787234043,32,João Moutinho
167628,19000000,23663500.0,-24.544736842105262,32,S. Ruffier
168435,19000000,24442000.0,-28.642105263157898,32,S. Sirigu
171877,26500000,27760000.0,-4.754716981132075,31,M. Hamšík
172879,23000000,17870000.0,22.304347826086957,31,Sokratis
176266,20500000,26830000.0,-30.878048780487806,32,Lucas Leiva
176635,29500000,33000000.0,-11.864406779661017,30,M. Özil
177610,25500000,32760000.0,-28.47058823529412,30,Javi Martínez
177683,21000000,20024500.0,4.645238095238096,30,Y. Sommer
180930,19500000,28214000.0,-44.687179487179485,33,E. Džeko
181291,31000000,22190000.0,28.419354838709676,28,G. Wijnaldum
181458,29500000,30540000.0,-3.5254237288135593,30,I. Perišić
181783,19500000,14776000.0,24.225641025641025,33,M. Mandžukić
181872,23500000,36370000.0,-54.765957446808514,32,A. Vidal
183907,25000000,24160000.0,3.36,30,J. Boateng
184432,25500000,25840000.0,-1.3333333333333335,29,Azpilicueta
185020,24000000,16070000.0,33.04166666666667,32,José Callejón
186942,31000000,31940000.0,-3.032258064516129,28,I. Gündoğan
187961,29000000,25520000.0,12.0,30,Paulinho
188377,25500000,19890000.0,22.0,29,K. Walker
190286,31500000,32040000.0,-1.7142857142857144,28,Canales
190483,31500000,36320000.0,-15.301587301587302,28,Douglas Costa
197965,30500000,24790000.0,18.721311475409834,29,Pizzi
199434,29500000,37080000.0,-25.694915254237287,30,D. Tadić
200647,28000000,62930000.0,-124.75,31,J. Iličić
204485,31500000,35880000.0,-13.904761904761905,28,R. Mahrez
205678,30500000,19460000.0,36.19672131147541,29,E. Višća
207863,25000000,19560000.0,21.759999999999998,30,Felipe
226271,36000000,29220000.0,18.833333333333332,23,Fabián
210413,32000000,27130000.0,15.21875,24,A. Romagnoli
226226,35000000,28550000.0,18.428571428571427,23,G. Lo Celso
231281,32000000,22880000.0,28.499999999999996,20,T. Alexander-Arnold
232432,36500000,27660000.0,24.21917808219178,21,L. Jović
205175,35000000,49420000.0,-41.199999999999996,25,A. Milik
211300,34500000,32360000.0,6.202898550724638,23,A. Martial
212523,34500000,28850000.0,16.3768115942029,25,Anderson Talisca
213331,31000000,23260000.0,24.96774193548387,23,J. Tah
219683,34000000,26150000.0,23.08823529411765,24,C. Tolisso
221087,26000000,10865000.0,58.21153846153846,24,Pau López
224411,34500000,23360000.0,32.289855072463766,22,Gonçalo Guedes
226110,34500000,29940000.0,13.217391304347824,24,N. Pépé
229237,31000000,28980000.0,6.516129032258064,23,M. Akanji
231677,35500000,33070000.0,6.845070422535211,21,M. Rashford
203574,30000000,29050000.0,3.166666666666667,25,J. Stones
210008,33000000,29010000.0,12.090909090909092,24,A. Rabiot
210035,29500000,21620000.0,26.71186440677966,23,Grimaldo
212188,34500000,21620000.0,37.333333333333336,23,T. Werner
213565,34000000,27030000.0,20.5,23,T. Lemar
220793,30500000,29840000.0,2.1639344262295084,23,D. Sánchez
220834,34000000,30780000.0,9.470588235294118,23,Marco Asensio
200458,28500000,25730000.0,9.719298245614034,25,L. Digne
202166,32500000,34830000.0,-7.1692307692307695,25,J. Draxler
204935,24000000,8943000.0,62.737500000000004,25,J. Pickford
208418,32500000,32370000.0,0.4,25,Y. Carrasco
224179,32500000,36680000.0,-12.86153846153846,26,Borja Iglesias
192984,22000000,7619000.0,65.36818181818181,27,K. Casteels
198717,32000000,26150000.0,18.28125,26,W. Zaha
200454,32000000,36870000.0,-15.21875,25,Paco Alcácer
201153,32000000,23670000.0,26.03125,26,Morata
205693,32000000,20510000.0,35.90625,25,S. Haller
207566,27500000,18770000.0,31.745454545454542,27,William Carvalho
212404,31500000,32860000.0,-4.317460317460318,25,F. Bernardeschi
217940,27000000,18770000.0,30.48148148148148,27,D. Djené
188152,29500000,22980000.0,22.10169491525424,27,Oscar
188943,21500000,4884000.0,77.28372093023256,28,K. Trapp
198141,25500000,18000000.0,29.411764705882355,28,Bartra
198950,29500000,24230000.0,17.864406779661017,27,Pablo Sarabia
199987,20000000,14389900.0,28.0505,30,J. Cillessen
200949,31000000,25710000.0,17.06451612903226,26,Lucas Moura
204970,30500000,22130000.0,27.442622950819672,26,F. Thauvin
205498,29000000,29350000.0,-1.206896551724138,27,Jorginho
1179,2600000,1363300.0,47.565384615384616,41,G. Buffon
5479,2600000,1728900.0,33.503846153846155,38,Casillas
104389,11500000,3420000.0,70.26086956521739,34,R. Jarstein
139720,12000000,15540000.0,-29.5,33,V. Kompany
157481,12000000,13070000.0,-8.916666666666668,33,Raúl Albiol
159261,9500000,15034000.0,-58.252631578947366,36,F. Quagliarella
163587,15500000,13795000.0,11.0,32,K. Schmeichel
167397,16500000,25256000.0,-53.06666666666666,33,Falcao
168609,9500000,7574000.0,20.273684210526316,34,Miranda
169416,24500000,22040000.0,10.040816326530612,30,C. Vela
170481,16500000,11280000.0,31.636363636363633,32,E. Garay
178005,16500000,15903500.0,3.615151515151515,31,Rui Patrício
178518,22500000,39950000.0,-77.55555555555556,31,R. Nainggolan
178562,19500000,26690000.0,-36.87179487179487,31,E. Banega
179844,25000000,31090000.0,-24.36,30,Diego Costa
179846,19500000,20060000.0,-2.871794871794872,32,S. Khedira
179944,16500000,19278000.0,-16.836363636363636,32,David Luiz
183574,23500000,36050000.0,-53.404255319148945,31,M. Kruse
183711,22000000,26570000.0,-20.772727272727273,29,J. Henderson
184484,25500000,26410000.0,-3.568627450980392,29,G. Sigurðsson
186561,25500000,19180000.0,24.784313725490197,28,A. Ramsey
190584,22000000,25570000.0,-16.227272727272727,29,Illarramendi
190815,22000000,25620000.0,-16.454545454545453,29,D. Blind
190941,18500000,11751000.0,36.48108108108108,29,L. Hrádecký
192366,19000000,19280000.0,-1.4736842105263157,31,N. Otamendi
193082,22500000,20520000.0,8.799999999999999,31,J. Cuadrado
193474,22000000,23810000.0,-8.227272727272727,29,I. Gueye
195365,25500000,26240000.0,-2.9019607843137254,28,K. Kampl
198329,27000000,17902000.0,33.696296296296296,28,Rodrigo
199042,24000000,22740000.0,5.25,30,C. Aránguiz
199451,27000000,33490000.0,-24.037037037037038,28,W. Ben Yedder
199845,19000000,26980000.0,-42.0,31,F. Acerbi
200888,24000000,25480000.0,-6.166666666666667,27,Danilo Pereira
216354,27000000,45080000.0,-66.96296296296296,28,A. Kramarić
230294,27500000,17390000.0,36.763636363636365,27,Louri Beretta
230375,23500000,32030000.0,-36.29787234042553,27,Josué Chiamulera
230481,27000000,31160000.0,-15.407407407407408,27,Ronaldo Cabrais
230142,31000000,27150000.0,12.419354838709678,22,Oyarzabal
229906,30500000,22220000.0,27.147540983606554,21,L. Bailey
230666,31000000,32950000.0,-6.290322580645161,22,Gabriel Jesus
207410,29000000,27260000.0,6.0,25,M. Kovačić
208596,30000000,31990000.0,-6.633333333333333,25,A. Belotti
212151,22000000,2159300.0,90.185,24,T. Strakosha
220971,29000000,31450000.0,-8.448275862068966,24,N. Keïta
223959,27000000,45180000.0,-67.33333333333333,23,L. Torreira
224293,29000000,18708000.0,35.48965517241379,22,Rúben Neves
225850,26500000,18490000.0,30.22641509433962,23,P. Kimpembe
225953,30000000,26460000.0,11.799999999999999,21,S. Bergwijn
226753,22000000,21940400.0,0.27090909090909093,23,A. Onana
227928,26000000,13775000.0,47.01923076923077,25,Nélson Semedo
193105,21000000,11453500.0,45.45952380952381,26,A. Areola
198009,21000000,5578900.0,73.43380952380953,26,M. Perin
211320,26000000,26690000.0,-2.6538461538461537,24,D. Rugani
214997,29000000,25580000.0,11.793103448275861,24,A. Correa
216201,29000000,18870000.0,34.93103448275862,25,Iñaki Williams
221992,29000000,17460000.0,39.793103448275865,23,H. Lozano
227055,29000000,29490000.0,-1.689655172413793,24,Gelson Martins
200726,20000000,18556400.0,7.217999999999999,28,B. Lecomte
209989,27000000,18910000.0,29.962962962962962,26,T. Partey
211748,27500000,26800000.0,2.5454545454545454,25,K. Demirbay
197061,23000000,24880000.0,-8.17391304347826,27,J. Matip
202651,27000000,37040000.0,-37.18518518518519,25,Suso
204639,22500000,22410000.0,0.4,28,S. Savić
205452,24000000,24380000.0,-1.5833333333333335,26,A. Rüdiger
209960,18500000,7503200.0,59.44216216216216,27,Pacheco
210243,23500000,23310000.0,0.8085106382978723,25,Ricardo Pereira
211256,23500000,18380000.0,21.78723404255319,26,N. Tagliafico
223952,19500000,4039800.0,79.28307692307692,26,David Soria
178750,17000000,21290100.0,-25.235882352941175,30,Sergio Asenjo
189575,26000000,23570000.0,9.346153846153845,26,Muniain
192318,26000000,42820000.0,-64.6923076923077,27,M. Götze
193283,23000000,32770000.0,-42.47826086956522,27,T. Delaney
193698,18000000,15062500.0,16.319444444444446,29,O. Baumann
195093,26000000,32620000.0,-25.461538461538463,27,Willian José
199564,22000000,20090000.0,8.681818181818182,27,Sergi Roberto
200536,22500000,17780000.0,20.977777777777778,26,N. Schulz
200610,26500000,32070000.0,-21.0188679245283,26,K. Volland
200724,21000000,16490000.0,21.476190476190478,29,Nacho Fernández
201305,21500000,23460000.0,-9.11627906976744,28,Gabriel Paulista
202562,22500000,18270000.0,18.8,26,J. Roussillon
203263,23000000,18220000.0,20.782608695652176,26,H. Maguire
203486,26000000,29920000.0,-15.076923076923077,26,T. Hazard
208448,25500000,20370000.0,20.11764705882353,27,E. Forsberg
208574,26000000,19930000.0,23.346153846153847,26,F. Kostić
216409,26500000,22890000.0,13.622641509433961,25,M. Politano
216547,26000000,24250000.0,6.730769230769231,26,Rafa
24630,3700000,1576100.0,57.402702702702705,36,Pepe Reina
53302,7000000,10984000.0,-56.91428571428572,35,D. De Rossi
106231,8000000,9988000.0,-24.85,38,Aduriz
146536,13500000,9750000.0,27.77777777777778,33,Jesús Navas
146562,11000000,17326000.0,-57.50909090909091,34,Santi Cazorla
156519,21500000,14846000.0,30.948837209302326,29,H. Herrera
158963,11000000,17670000.0,-60.63636363636363,33,L. Biglia
164835,9500000,7925500.0,16.573684210526316,34,L. Fabiański
168354,12000000,12064000.0,-0.5333333333333333,33,E. Viviano
178088,19500000,24630000.0,-26.30769230769231,31,Juan Mata
178509,17500000,17580000.0,-0.4571428571428572,32,O. Giroud
179645,18000000,14780000.0,17.888888888888886,30,S. Kjær
180403,21000000,23680000.0,-12.761904761904763,30,Willian
181786,10500000,11134000.0,-6.038095238095238,33,V. Ćorluka
184200,21500000,24840000.0,-15.534883720930232,30,M. Arnautović
184941,21000000,24020000.0,-14.38095238095238,30,A. Sánchez
184942,21500000,18910000.0,12.046511627906977,29,Giuliano
185103,10000000,16890000.0,-68.89999999999999,33,A. Kolarov
186627,23000000,29110000.0,-26.565217391304348,28,M. Balotelli
187754,19500000,22600000.0,-15.897435897435896,31,Marlos
188803,19500000,20770000.0,-6.512820512820512,31,Taison
189068,21500000,17190000.0,20.046511627906977,30,B. Dost
189125,21500000,24402000.0,-13.497674418604651,29,G. Bonaventura
189505,19500000,21110000.0,-8.256410256410257,31,Pedro
189805,23000000,10600000.0,53.91304347826087,28,L. de Jong
190813,24000000,19450000.0,18.958333333333332,26,S. El Shaarawy
191740,21500000,34780000.0,-61.76744186046511,29,Ander Herrera
193348,23000000,25940000.0,-12.782608695652172,27,X. Shaqiri
193525,19000000,23380000.0,-23.05263157894737,28,Mário Fernandes
197655,19500000,21190000.0,-8.666666666666668,28,S. Coates
198951,23000000,17470000.0,24.043478260869566,28,C. Bakambu
202371,20000000,16500000.0,17.5,27,T. Meunier
202857,21500000,22112000.0,-2.8465116279069766,29,K. Bellarabi
207494,24000000,21280000.0,11.333333333333332,26,J. Lingard
208808,23000000,20460000.0,11.043478260869566,27,Q. Promes
208830,17500000,17104000.0,2.262857142857143,32,J. Vardy
215333,23000000,27490000.0,-19.52173913043478,28,D. Zapata
216475,20000000,25900000.0,-29.5,31,Morales
230168,14000000,5963300.0,57.404999999999994,31,Raphaelito Anjos
230225,6500000,9776000.0,-50.4,35,Juiano Mestres
230258,17000000,21290000.0,-25.23529411764706,31,Rosberto Dourado
231478,27000000,14354000.0,46.837037037037035,21,L. Martínez
234906,26000000,23290000.0,10.423076923076922,21,H. Aouar
235569,26000000,29760000.0,-14.461538461538462,22,T. Ndombele
240130,23000000,19460000.0,15.391304347826088,21,Éder Militão
205659,18000000,11814100.0,34.36611111111111,25,A. Cragno
221363,24500000,19480000.0,20.489795918367346,22,D. van de Beek
221660,22000000,24350000.0,-10.681818181818182,24,V. Lindelöf
222509,24000000,24510000.0,-2.125,22,Dani Ceballos
226456,24500000,20440000.0,16.57142857142857,23,Pablo Fornals
208333,23000000,32240000.0,-40.17391304347826,25,E. Can
211688,21000000,15970000.0,23.952380952380953,24,Gayà
236632,24000000,29450000.0,-22.708333333333332,22,David Neres
210406,22500000,25350000.0,-12.666666666666668,25,P. Zieliński
215316,16000000,9584800.0,40.095,27,G. Rulli
199503,21500000,14408000.0,32.98604651162791,26,G. Xhaka
201400,22000000,23430000.0,-6.5,26,Rafinha
201455,21500000,21060000.0,2.0465116279069764,26,G. Kondogbia
204923,22500000,19680000.0,12.533333333333333,25,M. Sabitzer
205988,20000000,24340000.0,-21.7,23,L. Shaw
207877,22500000,14044000.0,37.58222222222222,26,J. Martínez
208135,20000000,18530000.0,7.35,26,A. Doucouré
226790,20500000,27050000.0,-31.951219512195124,22,W. Ndidi
200316,15500000,29215500.0,-88.48709677419355,26,T. Horn
204638,19000000,17030000.0,10.368421052631579,26,W. Orban
206467,22000000,20130000.0,8.5,26,A. Plea
207791,22000000,9810000.0,55.40909090909091,25,Y. Poulsen
207807,21500000,18210000.0,15.302325581395348,25,R. Fraser
207862,19500000,22320000.0,-14.461538461538462,25,M. Ginter
209889,21500000,30340000.0,-41.116279069767444,25,R. Guerreiro
212814,21500000,25960000.0,-20.74418604651163,26,João Mário
213874,19000000,19260000.0,-1.368421052631579,27,Thiago Mendes
216145,18500000,19570000.0,-5.783783783783783,27,A. Izzo
216352,19500000,23080000.0,-18.358974358974358,26,M. Brozović
190544,20500000,20310000.0,0.9268292682926829,27,A. Ljajić
193165,21000000,25140000.0,-19.714285714285715,26,J. Corona
199575,14000000,1996700.0,85.73785714285714,30,Jordi Masip
204120,14000000,6999400.0,50.004285714285714,30,T. Vaclík
206304,17500000,12550000.0,28.285714285714285,28,L. Milivojević
208093,21000000,13920000.0,33.714285714285715,27,Gerard Moreno
223689,21000000,11064000.0,47.31428571428572,26,W. Weghorst
20775,8000000,20790000.0,-159.875,35,Quaresma
112316,5500000,9050000.0,-64.54545454545455,35,J. Mathieu
138412,10500000,11320000.0,-7.809523809523809,33,J. Milner
142707,6500000,11052000.0,-70.03076923076922,36,L. López
159145,11000000,10260000.0,6.7272727272727275,33,B. Gomis
162240,15000000,21890000.0,-45.93333333333333,31,M. Dembélé
162895,13500000,13950000.0,-3.3333333333333335,32,Cesc Fàbregas
163489,11000000,11627500.0,-5.704545454545454,32,A. Consigli
165229,8500000,8946000.0,-5.247058823529412,33,L. Koscielny
168530,8500000,9028000.0,-6.211764705882353,33,Jardel
169195,15000000,11498000.0,23.346666666666664,31,Renato Augusto
171791,5500000,3974000.0,27.745454545454546,35,José Fonte
171897,13500000,14278000.0,-5.762962962962963,32,A. Guardado
173771,6000000,12222000.0,-103.69999999999999,34,L. Piszczek
176600,14000000,8538000.0,39.01428571428571,32,K. Gameiro
177388,14000000,17542000.0,-25.3,32,D. Payet
177600,13500000,12226000.0,9.437037037037037,32,Beñat
178086,11000000,8662600.0,21.24909090909091,32,Adán
179784,13000000,13020000.0,-0.15384615384615385,31,B. Höwedes
182494,9500000,3109200.0,67.27157894736841,33,F. Muslera
183394,17000000,24170000.0,-42.17647058823529,29,M. Sissoko
183498,7000000,14390000.0,-105.57142857142856,34,M. Parolo
184134,13500000,14380000.0,-6.518518518518518,31,Fernando
184144,15500000,14030000.0,9.483870967741934,31,N. Gaitán
184431,14000000,24480000.0,-74.85714285714286,32,S. Giovinco
185221,13500000,11450000.0,15.185185185185185,31,Luiz Gustavo
188829,15000000,14000000.0,6.666666666666667,29,N. Nkoulou
191202,14500000,21870000.0,-50.82758620689655,30,N. Matić
192638,15000000,24940000.0,-66.26666666666667,28,Marcos Alonso
192883,17000000,17330000.0,-1.9411764705882355,30,H. Mkhitaryan
194022,15000000,22480000.0,-49.86666666666667,28,André Almeida
203551,15000000,19640000.0,-30.933333333333334,28,A. Florenzi
204399,16000000,17790000.0,-11.1875,31,E. Zahavi
207471,16500000,19450000.0,-17.87878787878788,30,F. Vázquez
208618,18000000,18600000.0,-3.3333333333333335,28,Lucas Vázquez
216194,17000000,13890000.0,18.294117647058826,29,Dani García
224334,18500000,34110000.0,-84.37837837837839,27,M. Acuña
230271,15500000,15000000.0,3.225806451612903,31,Laure Santeiro
242444,28000000,23360000.0,16.57142857142857,19,João Félix
224232,21500000,16460000.0,23.441860465116278,22,N. Barella
225100,20000000,10970000.0,45.15,22,J. Gomez
213661,19000000,19550000.0,-2.8947368421052633,23,A. Christensen
215698,16000000,2448400.0,84.6975,23,M. Maignan
216393,20500000,20250000.0,1.2195121951219512,22,Y. Tielemans
229668,19000000,14770000.0,22.263157894736842,24,Mario Hermoso
234153,21000000,13584000.0,35.31428571428572,22,Carlos Soler
220477,18000000,21690000.0,-20.5,25,M. Caldara
222400,20000000,19430000.0,2.85,23,H. Winks
223113,20500000,20210000.0,1.4146341463414636,24,K. Piątek
224458,20500000,20340000.0,0.7804878048780488,22,Diogo Jota
226161,18500000,10760000.0,41.83783783783784,24,Marcos Llorente
228618,18000000,13970000.0,22.38888888888889,24,F. Mendy
236679,20500000,16800000.0,18.048780487804876,21,Melendo
239818,18500000,18080000.0,2.27027027027027,22,Rúben Dias
241671,15500000,275200.0,98.22451612903225,23,D. Livaković
203747,17500000,16500000.0,5.714285714285714,24,Héctor Bellerín
204884,17500000,17830000.0,-1.8857142857142857,24,B. Mendy
211591,20000000,11732000.0,41.339999999999996,22,M. Dembélé
211990,14500000,9349500.0,35.52068965517242,25,O. Vlachodimos
212623,20000000,13360000.0,33.2,23,Santi Mina
212692,20000000,19770000.0,1.15,23,Rony Lopes
215330,20000000,25780000.0,-28.9,24,J. Correa
219809,18000000,12636000.0,29.799999999999997,24,T. Bakayoko
226168,19500000,13750000.0,29.48717948717949,22,M. Eggestein
234035,17500000,13754000.0,21.405714285714286,23,Odriozola
239207,20000000,12460000.0,37.7,22,M. Gómez
202648,19000000,15350000.0,19.210526315789473,25,Sergi Darder
204311,17500000,13060000.0,25.371428571428574,24,K. Zouma
207439,19000000,17240000.0,9.263157894736842,25,L. Paredes
208920,17500000,20740000.0,-18.514285714285712,24,N. Aké
210864,17000000,11530000.0,32.1764705882353,25,E. Hysaj
211575,17500000,26070000.0,-48.97142857142857,25,André Gomes
215785,19500000,17410000.0,10.717948717948717,24,K. Baldé
222028,17500000,14710000.0,15.942857142857141,23,J. Weigl
223874,19000000,16440000.0,13.473684210526315,24,V. Rongier
227950,17500000,20220000.0,-15.542857142857141,24,Yeray
242348,19500000,14422000.0,26.04102564102564,25,Loren
193352,16000000,19120000.0,-19.5,26,R. Rodríguez
198784,18500000,20890000.0,-12.91891891891892,25,A. Oxlade-Chamberlain
199823,18000000,16502000.0,8.322222222222223,26,Campaña
201143,16000000,15580000.0,2.625,27,A. Mandi
202477,19000000,28980000.0,-52.526315789473685,25,Deulofeu
205069,16000000,20160000.0,-26.0,26,Bernat
205849,13500000,1609300.0,88.07925925925926,28,E. Andrada
207599,16500000,13510000.0,18.12121212121212,26,M. Keane
210513,18500000,22580000.0,-22.054054054054053,26,J. Quintero
210617,19000000,19360000.0,-1.8947368421052633,24,Samu Castillejo
215223,13500000,2976600.0,77.95111111111112,26,W. Benítez
220018,19000000,17160000.0,9.68421052631579,25,A. Rebić
225508,16500000,12380000.0,24.96969696969697,25,E. Bailly
230977,18500000,17600000.0,4.864864864864865,25,M. Almirón
235374,18500000,14230000.0,23.08108108108108,25,M. Lazzari
188988,18000000,17710000.0,1.6111111111111112,26,M. Lanzini
